GEO.id,Id
HC02_MOE_VC95,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over
HC03_EST_VC95,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over
HC03_MOE_VC95,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over
HC04_EST_VC95,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over
HC04_MOE_VC95,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over
HC01_EST_VC97,Total; Estimate; CLASS OF WORKER - Private wage and salary workers
HC01_MOE_VC97,Total; Margin of Error; CLASS OF WORKER - Private wage and salary workers
HC02_EST_VC97,Foreign born; Entered 2000 or later; Estimate; CLASS OF WORKER - Private wage and salary workers
HC02_MOE_VC97,Foreign born; Entered 2000 or later; Margin of Error; CLASS OF WORKER - Private wage and salary workers
HC03_EST_VC97,Foreign born; Entered 1990 to 1999; Estimate; CLASS OF WORKER - Private wage and salary workers
HC03_MOE_VC97,Foreign born; Entered 1990 to 1999; Margin of Error; CLASS OF WORKER - Private wage and salary workers
HC04_EST_VC97,Foreign born; Entered before 1990; Estimate; CLASS OF WORKER - Private wage and salary workers
HC04_MOE_VC97,Foreign born; Entered before 1990; Margin of Error; CLASS OF WORKER - Private wage and salary workers
HC01_EST_VC98,Total; Estimate; CLASS OF WORKER - Government workers
HC01_MOE_VC98,Total; Margin of Error; CLASS OF WORKER - Government workers
HC02_EST_VC98,Foreign born; Entered 2000 or later; Estimate; CLASS OF WORKER - Government workers
HC02_MOE_VC98,Foreign born; Entered 2000 or later; Margin of Error; CLASS OF WORKER - Government workers
HC03_EST_VC98,Foreign born; Entered 1990 to 1999; Estimate; CLASS OF WORKER - Government workers
HC03_MOE_VC98,Foreign born; Entered 1990 to 1999; Margin of Error; CLASS OF WORKER - Government workers
HC04_EST_VC98,Foreign born; Entered before 1990; Estimate; CLASS OF WORKER - Government workers
HC04_MOE_VC98,Foreign born; Entered before 1990; Margin of Error; CLASS OF WORKER - Government workers
HC01_EST_VC99,Total; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC01_MOE_VC99,Total; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC02_EST_VC99,Foreign born; Entered 2000 or later; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC02_MOE_VC99,Foreign born; Entered 2000 or later; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC03_EST_VC99,Foreign born; Entered 1990 to 1999; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC03_MOE_VC99,Foreign born; Entered 1990 to 1999; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC04_EST_VC99,Foreign born; Entered before 1990; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC04_MOE_VC99,Foreign born; Entered before 1990; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business
HC01_EST_VC100,Total; Estimate; CLASS OF WORKER - Unpaid family workers
HC01_MOE_VC100,Total; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC02_EST_VC100,Foreign born; Entered 2000 or later; Estimate; CLASS OF WORKER - Unpaid family workers
HC02_MOE_VC100,Foreign born; Entered 2000 or later; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC03_EST_VC100,Foreign born; Entered 1990 to 1999; Estimate; CLASS OF WORKER - Unpaid family workers
HC03_MOE_VC100,Foreign born; Entered 1990 to 1999; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC04_EST_VC100,Foreign born; Entered before 1990; Estimate; CLASS OF WORKER - Unpaid family workers
HC04_MOE_VC100,Foreign born; Entered before 1990; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC01_EST_VC103,"Total; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC01_MOE_VC103,"Total; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC02_EST_VC103,"Foreign born; Entered 2000 or later; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC02_MOE_VC103,"Foreign born; Entered 2000 or later; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC03_EST_VC103,"Foreign born; Entered 1990 to 1999; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC03_MOE_VC103,"Foreign born; Entered 1990 to 1999; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC04_EST_VC103,"Foreign born; Entered before 1990; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC04_MOE_VC103,"Foreign born; Entered before 1990; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC01_EST_VC104,Total; Estimate; OCCUPATION - Service occupations
HC01_MOE_VC104,Total; Margin of Error; OCCUPATION - Service occupations
HC02_EST_VC104,Foreign born; Entered 2000 or later; Estimate; OCCUPATION - Service occupations
HC02_MOE_VC104,Foreign born; Entered 2000 or later; Margin of Error; OCCUPATION - Service occupations
HC03_EST_VC104,Foreign born; Entered 1990 to 1999; Estimate; OCCUPATION - Service occupations
HC03_MOE_VC104,Foreign born; Entered 1990 to 1999; Margin of Error; OCCUPATION - Service occupations
HC04_EST_VC104,Foreign born; Entered before 1990; Estimate; OCCUPATION - Service occupations
HC04_MOE_VC104,Foreign born; Entered before 1990; Margin of Error; OCCUPATION - Service occupations
HC01_EST_VC105,Total; Estimate; OCCUPATION - Sales and office occupations
HC01_MOE_VC105,Total; Margin of Error; OCCUPATION - Sales and office occupations
HC02_EST_VC105,Foreign born; Entered 2000 or later; Estimate; OCCUPATION - Sales and office occupations
HC02_MOE_VC105,Foreign born; Entered 2000 or later; Margin of Error; OCCUPATION - Sales and office occupations
HC03_EST_VC105,Foreign born; Entered 1990 to 1999; Estimate; OCCUPATION - Sales and office occupations
HC03_MOE_VC105,Foreign born; Entered 1990 to 1999; Margin of Error; OCCUPATION - Sales and office occupations
HC04_EST_VC105,Foreign born; Entered before 1990; Estimate; OCCUPATION - Sales and office occupations
HC04_MOE_VC105,Foreign born; Entered before 1990; Margin of Error; OCCUPATION - Sales and office occupations
HC01_EST_VC106,"Total; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC01_MOE_VC106,"Total; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC02_EST_VC106,"Foreign born; Entered 2000 or later; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC02_MOE_VC106,"Foreign born; Entered 2000 or later; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC03_EST_VC106,"Foreign born; Entered 1990 to 1999; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC03_MOE_VC106,"Foreign born; Entered 1990 to 1999; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC04_EST_VC106,"Foreign born; Entered before 1990; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC04_MOE_VC106,"Foreign born; Entered before 1990; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC01_EST_VC107,"Total; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC01_MOE_VC107,"Total; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC02_EST_VC107,"Foreign born; Entered 2000 or later; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC02_MOE_VC107,"Foreign born; Entered 2000 or later; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC03_EST_VC107,"Foreign born; Entered 1990 to 1999; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC03_MOE_VC107,"Foreign born; Entered 1990 to 1999; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC04_EST_VC107,"Foreign born; Entered before 1990; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC04_MOE_VC107,"Foreign born; Entered before 1990; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC01_EST_VC110,"Total; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC01_MOE_VC110,"Total; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC02_EST_VC110,"Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC02_MOE_VC110,"Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC03_EST_VC110,"Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC03_MOE_VC110,"Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC04_EST_VC110,"Foreign born; Entered before 1990; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC04_MOE_VC110,"Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC01_EST_VC111,Total; Estimate; INDUSTRY - Construction
HC01_MOE_VC111,Total; Margin of Error; INDUSTRY - Construction
HC02_EST_VC111,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Construction
HC02_MOE_VC111,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Construction
HC03_EST_VC111,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Construction
HC03_MOE_VC111,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Construction
HC04_EST_VC111,Foreign born; Entered before 1990; Estimate; INDUSTRY - Construction
HC04_MOE_VC111,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Construction
HC01_EST_VC112,Total; Estimate; INDUSTRY - Manufacturing
HC01_MOE_VC112,Total; Margin of Error; INDUSTRY - Manufacturing
HC02_EST_VC112,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Manufacturing
HC02_MOE_VC112,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Manufacturing
HC03_EST_VC112,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Manufacturing
HC03_MOE_VC112,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Manufacturing
HC04_EST_VC112,Foreign born; Entered before 1990; Estimate; INDUSTRY - Manufacturing
HC04_MOE_VC112,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Manufacturing
HC01_EST_VC113,Total; Estimate; INDUSTRY - Wholesale trade
HC01_MOE_VC113,Total; Margin of Error; INDUSTRY - Wholesale trade
HC02_EST_VC113,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Wholesale trade
HC02_MOE_VC113,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Wholesale trade
HC03_EST_VC113,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Wholesale trade
HC03_MOE_VC113,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Wholesale trade
HC04_EST_VC113,Foreign born; Entered before 1990; Estimate; INDUSTRY - Wholesale trade
HC04_MOE_VC113,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Wholesale trade
HC01_EST_VC114,Total; Estimate; INDUSTRY - Retail trade
HC01_MOE_VC114,Total; Margin of Error; INDUSTRY - Retail trade
HC02_EST_VC114,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Retail trade
HC02_MOE_VC114,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Retail trade
HC03_EST_VC114,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Retail trade
HC03_MOE_VC114,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Retail trade
HC04_EST_VC114,Foreign born; Entered before 1990; Estimate; INDUSTRY - Retail trade
HC04_MOE_VC114,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Retail trade
HC01_EST_VC115,"Total; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC01_MOE_VC115,"Total; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC02_EST_VC115,"Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC02_MOE_VC115,"Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC03_EST_VC115,"Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC03_MOE_VC115,"Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC04_EST_VC115,"Foreign born; Entered before 1990; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC04_MOE_VC115,"Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC01_EST_VC116,Total; Estimate; INDUSTRY - Information
HC01_MOE_VC116,Total; Margin of Error; INDUSTRY - Information
HC02_EST_VC116,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Information
HC02_MOE_VC116,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Information
HC03_EST_VC116,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Information
HC03_MOE_VC116,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Information
HC04_EST_VC116,Foreign born; Entered before 1990; Estimate; INDUSTRY - Information
HC04_MOE_VC116,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Information
HC01_EST_VC117,"Total; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC01_MOE_VC117,"Total; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC02_EST_VC117,"Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC02_MOE_VC117,"Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC03_EST_VC117,"Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC03_MOE_VC117,"Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC04_EST_VC117,"Foreign born; Entered before 1990; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC04_MOE_VC117,"Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC01_EST_VC118,"Total; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC01_MOE_VC118,"Total; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC02_EST_VC118,"Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC02_MOE_VC118,"Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC03_EST_VC118,"Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC03_MOE_VC118,"Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC04_EST_VC118,"Foreign born; Entered before 1990; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC04_MOE_VC118,"Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC01_EST_VC119,"Total; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC01_MOE_VC119,"Total; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC02_EST_VC119,"Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC02_MOE_VC119,"Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC03_EST_VC119,"Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC03_MOE_VC119,"Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC04_EST_VC119,"Foreign born; Entered before 1990; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC04_MOE_VC119,"Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC01_EST_VC120,"Total; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_MOE_VC120,"Total; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC02_EST_VC120,"Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC02_MOE_VC120,"Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_EST_VC120,"Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_MOE_VC120,"Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC04_EST_VC120,"Foreign born; Entered before 1990; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC04_MOE_VC120,"Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_EST_VC121,Total; Estimate; INDUSTRY - Other services (except public administration)
HC01_MOE_VC121,Total; Margin of Error; INDUSTRY - Other services (except public administration)
HC02_EST_VC121,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Other services (except public administration)
HC02_MOE_VC121,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Other services (except public administration)
HC03_EST_VC121,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Other services (except public administration)
HC03_MOE_VC121,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Other services (except public administration)
HC04_EST_VC121,Foreign born; Entered before 1990; Estimate; INDUSTRY - Other services (except public administration)
HC04_MOE_VC121,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Other services (except public administration)
HC01_EST_VC122,Total; Estimate; INDUSTRY - Public administration
HC01_MOE_VC122,Total; Margin of Error; INDUSTRY - Public administration
HC02_EST_VC122,Foreign born; Entered 2000 or later; Estimate; INDUSTRY - Public administration
HC02_MOE_VC122,Foreign born; Entered 2000 or later; Margin of Error; INDUSTRY - Public administration
HC03_EST_VC122,Foreign born; Entered 1990 to 1999; Estimate; INDUSTRY - Public administration
HC03_MOE_VC122,Foreign born; Entered 1990 to 1999; Margin of Error; INDUSTRY - Public administration
HC04_EST_VC122,Foreign born; Entered before 1990; Estimate; INDUSTRY - Public administration
HC04_MOE_VC122,Foreign born; Entered before 1990; Margin of Error; INDUSTRY - Public administration
HC01_EST_VC126,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC01_MOE_VC126,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC02_EST_VC126,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC02_MOE_VC126,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC03_EST_VC126,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC03_MOE_VC126,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC04_EST_VC126,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC04_MOE_VC126,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC01_EST_VC127,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC01_MOE_VC127,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC02_EST_VC127,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC02_MOE_VC127,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC03_EST_VC127,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC03_MOE_VC127,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC04_EST_VC127,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC04_MOE_VC127,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $1 to $9,999 or loss"
HC01_EST_VC128,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC01_MOE_VC128,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC02_EST_VC128,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC02_MOE_VC128,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC03_EST_VC128,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC03_MOE_VC128,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC04_EST_VC128,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC04_MOE_VC128,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $10,000 to $14,999"
HC01_EST_VC129,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC01_MOE_VC129,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC02_EST_VC129,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC02_MOE_VC129,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC03_EST_VC129,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC03_MOE_VC129,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC04_EST_VC129,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC04_MOE_VC129,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $15,000 to $24,999"
HC01_EST_VC130,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
HC01_MOE_VC130,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
HC02_EST_VC130,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
HC02_MOE_VC130,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
HC03_EST_VC130,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
HC03_MOE_VC130,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
HC04_EST_VC130,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - $25,000 to $34,999"
