County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
LYCOMING,203.6824934,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
BERKS,161.0826109,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
MONTGOMERY,"135,501",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
MONROE,164.4751893,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
CLINTON,207.503887,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
SULLIVAN,91.41274238,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
CLEARFIELD,249.6401807,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
CLINTON,209.619453,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
LEHIGH,"64,635",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
CLARION,182.7954197,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
SOMERSET,"13,499",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
CLARION,196.5050762,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
CARBON,"10,895",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
PENNSYLVANIA,174.6901866,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,0,00,42,000,"(39.346129, -75.167756)",,,,,
DELAWARE,"81,813",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
PIKE,120.2080559,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
BRADFORD,227.1021886,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
GREENE,164.3143264,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
WYOMING,188.2562407,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
CAMBRIA,"35,765",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
COLUMBIA,228.229449,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,19,19,42,037,"(41.0491208559, -76.4100217975)","1,073",24,90,22,10
MONROE,183.018459,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
SOMERSET,150.1578716,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
FOREST,109.8210627,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
DELAWARE,193.3060231,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
BUTLER,220.3781704,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
PIKE,"7,255",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
INDIANA,"21,138",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
YORK,"61,510",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
YORK,150.5372467,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
MONROE,"25,976",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
CAMERON,211.6741501,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
FOREST,95.88853982,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
PHILADELPHIA,179.2748388,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
BEDFORD,132.0020693,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
BRADFORD,177.3737041,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
ALLEGHENY,266.7156317,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
CLARION,"6,204",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
FRANKLIN,171.016113,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
MONTOUR,"5,360",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
TIOGA,149.6611764,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
DELAWARE,"91,683",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
WESTMORELAND,267.1904979,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
MONTGOMERY,"133,681",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
GREENE,211.2267118,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
MCKEAN,222.2858917,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
ARMSTRONG,239.9753332,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
PERRY,139.8515932,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
LANCASTER,161.5524605,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
UNION,155.5360474,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
BEDFORD,158.5514744,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
WESTMORELAND,"73,664",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
DELAWARE,184.099453,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
DAUPHIN,"42,243",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
PHILADELPHIA,171.7946363,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
MERCER,"26,768",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
ERIE,187.9242742,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
LUZERNE,252.3871384,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
MIFFLIN,198.955591,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
CENTRE,"18,666",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
CAMBRIA,263.1817237,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
CAMBRIA,269.7800077,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
LYCOMING,249.9739692,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
NORTHUMBERLAND,"15,882",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
PENNSYLVANIA,"2,452,682",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,0,00,42,000,"(39.346129, -75.167756)",,,,,
PERRY,126.1239633,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
HUNTINGDON,157.6894421,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
PHILADELPHIA,163.6791779,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
CUMBERLAND,196.2849992,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
DELAWARE,"89,006",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
MONTGOMERY,196.8432261,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
ERIE,214.5781968,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
FOREST,97.25447343,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
YORK,166.3774609,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
LACKAWANNA,362.7987753,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
CLINTON,272.6786124,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
LYCOMING,"23,474",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
SUSQUEHANNA,142.3816749,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
INDIANA,260.4789032,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
CLEARFIELD,"15,884",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
PENNSYLVANIA,"2,017,968",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,0,00,42,000,"(39.346129, -75.167756)",,,,,
PIKE,106.5116446,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
LACKAWANNA,260.5656797,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
TIOGA,187.0161815,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
CARBON,"9,976",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
MCKEAN,"8,335",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
BUTLER,246.7580427,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
LEBANON,181.4810281,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
PHILADELPHIA,147.5726335,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
FULTON,167.9644809,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
INDIANA,228.2316706,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
CAMERON,212.7432115,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
WARREN,173.1667708,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
WASHINGTON,"33,255",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
MCKEAN,204.9757658,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
FRANKLIN,"23,653",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
WARREN,191.7801374,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
BEAVER,233.7587873,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
SNYDER,141.7663339,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
ALLEGHENY,272.327837,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
WESTMORELAND,285.8790631,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
BEAVER,"33,340",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
LUZERNE,248.2813552,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
MERCER,265.8772683,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
CLINTON,264.7771009,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
CAMERON,200.1282874,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
CLARION,"5,525",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
DELAWARE,202.1167834,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
NORTHAMPTON,150.8332947,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
UNION,"6,266",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
WARREN,208.0949407,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
LAWRENCE,"18,753",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
PENNSYLVANIA,197.3031299,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,0,00,42,000,"(39.346129, -75.167756)",,,,,
JEFFERSON,278.4017426,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
NORTHUMBERLAND,209.0316724,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
DELAWARE,175.5584822,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
FULTON,169.5355191,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
CHESTER,137.7442322,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
LEBANON,209.458243,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
DELAWARE,"101,448",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
LEBANON,163.283236,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
LEHIGH,"65,868",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
PERRY,134.2426888,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
YORK,"66,800",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
SCHUYLKILL,200.2674598,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
ARMSTRONG,218.6174533,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
FULTON,164.3442623,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
ALLEGHENY,218.9951565,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
SULLIVAN,111.1292162,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
SUSQUEHANNA,123.6845969,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
INDIANA,260.1315363,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
