Link-Statewide,Class,Count,County,Dashboard,Link-PDMPNotes,Link-OverdoseNotes,Link-Contact,Link-Emergency,Measure1,Notes,Number of Records,Link-Controlled,Time Measure,Time Period
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),311.956993437,MERCER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),253.290751370,MIFFLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),196.913870125,MONROE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),196.409991177,MONTGOMERY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),380.581148122,MONTOUR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),184.995401827,NORTHAMPTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),249.824402157,NORTHUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),139.807944129,PERRY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),192.181504613,PHILADELPHIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),163.619020194,PIKE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),148.889546935,POTTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),228.761675245,SCHUYLKILL,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),161.806859741,SNYDER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),197.279545969,SOMERSET,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),221.334305156,STATE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),104.122535441,SULLIVAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),151.656796045,SUSQUEHANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),193.913232209,TIOGA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),156.787007572,UNION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),232.018561485,VENANGO,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),208.094940662,WARREN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),250.080536203,WASHINGTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),209.485308618,WAYNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),294.819641139,WESTMORELAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),206.751208168,WYOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),169.651871349,YORK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,131.356429830,ADAMS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,266.661770166,ALLEGHENY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,194.371747436,ARMSTRONG,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,241.075321480,BEAVER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,158.779099845,BEDFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,153.838365332,BERKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,326.498194946,BLAIR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,212.061872635,BRADFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,172.227286442,BUCKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,220.367466430,BUTLER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,269.720630585,CAMBRIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,240.324994655,CAMERON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,190.411045067,CARBON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,121.463607987,CENTRE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,138.528641597,CHESTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,175.577077870,CLARION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,227.691200556,CLEARFIELD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,220.656080341,CLINTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,217.931345980,COLUMBIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,282.516201584,CRAWFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,186.345601313,CUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,186.538890127,DAUPHIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,184.067504198,DELAWARE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,225.524934383,ELK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,234.650099382,ERIE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,272.773161158,FAYETTE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,109.684469335,FOREST,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,176.007955749,FRANKLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,192.281420765,FULTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,211.226711832,GREENE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,146.053381251,HUNTINGDON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,260.467324348,INDIANA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,269.620856307,JEFFERSON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,130.836986687,JUNIATA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,292.384571339,LACKAWANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,154.406685237,LANCASTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,226.098013609,LAWRENCE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,201.889632227,LEBANON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,215.865751335,LEHIGH,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,243.767838348,LUZERNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,245.444606414,LYCOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,224.004966215,MC KEAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,291.082514857,MERCER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,216.369599931,MIFFLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,183.066623319,MONROE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,182.690072713,MONTGOMERY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,358.883497792,MONTOUR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,176.133168373,NORTHAMPTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,228.839109152,NORTHUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,129.594063728,PERRY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,179.496795657,PHILADELPHIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,148.230805227,PIKE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,147.408942849,POTTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,213.835470458,SCHUYLKILL,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,153.528714046,SNYDER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,181.625611170,SOMERSET,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,201.115092841,STATE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,103.470751181,SULLIVAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,143.727668739,SUSQUEHANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
